timestamp,temperature,humidity,soil_moisture,soil_temp,soil_ec,soil_ph,npk_moisture,npk_temp,npk_ec,npk_ph,N,P,K,resistive_raw,resistive_voltage,resistive_moisture
2026-08-09 00:01:06,26.20,78.00,,,,,,,,,,,,682.00,3.33,88.70
2026-08-09 00:31:06,26.20,78.00,,,,,,,,,,,,682.00,3.33,88.70
2026-08-09 01:01:06,26.20,78.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-09 01:31:06,26.20,78.00,,,,,,,,,,,,687.00,3.36,89.50
2026-08-09 02:01:06,26.20,78.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-09 02:31:06,26.20,78.00,,,,,,,,,,,,687.00,3.36,89.50
2026-08-09 03:01:06,26.20,78.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-09 03:31:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-09 04:01:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-09 04:31:06,26.20,78.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-09 05:01:06,26.20,78.00,,,,,,,,,,,,685.00,3.35,89.20
2026-08-09 05:31:06,26.20,78.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-09 06:01:06,26.20,78.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-09 06:31:06,26.20,78.00,,,,,,,,,,,,665.00,3.25,85.80
2026-08-09 07:01:06,26.20,78.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-09 07:31:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-09 08:01:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-09 08:31:06,26.20,78.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-09 09:01:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-09 09:31:06,26.20,78.00,,,,,,,,,,,,685.00,3.35,89.20
2026-08-09 10:01:06,26.20,78.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-09 10:31:06,26.20,78.00,,,,,,,,,,,,677.00,3.31,87.80
2026-08-09 11:01:06,26.20,78.00,,,,,,,,,,,,673.00,3.29,87.20
2026-08-09 11:31:06,26.20,78.00,,,,,,,,,,,,677.00,3.31,87.80
2026-08-09 12:01:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-09 12:31:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-09 13:01:06,26.20,78.00,,,,,,,,,,,,681.00,3.33,88.50
2026-08-09 13:31:06,26.20,78.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-09 14:01:06,26.20,78.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-09 14:31:06,26.20,78.00,,,,,,,,,,,,678.00,3.31,88.00
2026-08-09 15:01:06,26.20,78.00,,,,,,,,,,,,678.00,3.31,88.00
2026-08-09 15:31:06,26.20,78.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-09 16:01:06,26.20,78.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-09 16:31:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-09 17:01:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-09 17:31:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-09 18:01:06,26.20,78.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-09 18:31:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-09 19:01:06,26.20,78.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-09 19:31:06,26.20,78.00,,,,,,,,,,,,667.00,3.26,86.20
2026-08-09 20:01:06,26.20,78.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-09 20:31:06,26.20,78.00,,,,,,,,,,,,673.00,3.29,87.20
2026-08-09 21:01:06,26.20,78.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-09 21:31:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-09 22:01:06,26.20,78.00,,,,,,,,,,,,668.00,3.27,86.30
2026-08-09 22:31:06,26.20,78.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-09 23:01:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-09 23:31:06,26.20,78.00,,,,,,,,,,,,671.00,3.28,86.80
