timestamp,temperature,humidity,soil_moisture,soil_temp,soil_ec,soil_ph,npk_moisture,npk_temp,npk_ec,npk_ph,N,P,K,resistive_raw,resistive_voltage,resistive_moisture
2026-08-16 00:01:06,26.20,78.00,,,,,,,,,,,,665.00,3.25,85.80
2026-08-16 00:22:56,,,,,,,,,,,,,,670.00,3.28,86.70
2026-08-16 00:31:06,26.20,78.00,,,,,,,,,,,,667.00,3.26,86.20
2026-08-16 00:52:56,,,,,,,,,,,,,,667.00,3.26,86.20
2026-08-16 01:01:06,26.20,78.00,,,,,,,,,,,,670.00,3.28,86.70
2026-08-16 01:22:56,,,,,,,,,,,,,,669.00,3.27,86.50
2026-08-16 01:31:06,26.20,78.00,,,,,,,,,,,,664.00,3.24,85.70
2026-08-16 01:52:56,,,,,,,,,,,,,,670.00,3.28,86.70
2026-08-16 02:01:06,26.20,78.00,,,,,,,,,,,,663.00,3.24,85.50
2026-08-16 02:22:56,,,,,,,,,,,,,,665.00,3.25,85.80
2026-08-16 02:31:06,26.20,78.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-16 02:52:56,,,,,,,,,,,,,,667.00,3.26,86.20
2026-08-16 03:01:06,26.20,78.00,,,,,,,,,,,,677.00,3.31,87.80
2026-08-16 03:22:56,,,,,,,,,,,,,,666.00,3.26,86.00
2026-08-16 03:31:06,26.20,78.00,,,,,,,,,,,,664.00,3.24,85.70
2026-08-16 03:52:56,,,,,,,,,,,,,,666.00,3.26,86.00
2026-08-16 04:01:06,26.20,78.00,,,,,,,,,,,,662.00,3.24,85.30
2026-08-16 04:22:56,,,,,,,,,,,,,,667.00,3.26,86.20
2026-08-16 04:31:06,26.20,78.00,,,,,,,,,,,,665.00,3.25,85.80
2026-08-16 04:52:56,,,,,,,,,,,,,,664.00,3.24,85.70
2026-08-16 05:01:06,26.20,78.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-16 05:22:56,,,,,,,,,,,,,,670.00,3.28,86.70
2026-08-16 05:31:06,26.20,78.00,,,,,,,,,,,,668.00,3.27,86.30
2026-08-16 05:52:56,,,,,,,,,,,,,,672.00,3.28,87.00
2026-08-16 06:01:06,26.20,78.00,,,,,,,,,,,,668.00,3.27,86.30
2026-08-16 06:22:56,,,,,,,,,,,,,,669.00,3.27,86.50
2026-08-16 06:31:06,26.20,78.00,,,,,,,,,,,,668.00,3.27,86.30
2026-08-16 06:52:56,,,,,,,,,,,,,,676.00,3.30,87.70
2026-08-16 07:01:06,26.20,78.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-16 07:22:56,,,,,,,,,,,,,,665.00,3.25,85.80
2026-08-16 07:31:06,26.20,78.00,,,,,,,,,,,,680.00,3.32,88.30
