timestamp,temperature_c,humidity_pct
2026-07-22 00:00:08,26.2,75.0
2026-07-22 00:00:38,26.2,75.0
2026-07-22 00:01:08,26.2,75.0
2026-07-22 00:01:38,26.2,75.0
2026-07-22 00:02:08,26.2,75.0
2026-07-22 00:02:38,26.2,75.0
2026-07-22 00:03:08,26.2,75.0
2026-07-22 00:03:38,26.2,75.0
2026-07-22 00:04:08,26.2,75.0
2026-07-22 00:04:38,26.2,75.0
2026-07-22 00:05:08,26.2,75.0
2026-07-22 00:05:38,26.2,75.0
2026-07-22 00:06:08,26.2,75.0
2026-07-22 00:06:38,26.2,75.0
2026-07-22 00:07:08,26.2,75.0
2026-07-22 00:07:38,26.2,75.0
2026-07-22 00:08:08,26.2,75.0
2026-07-22 00:08:38,26.2,75.0
2026-07-22 00:09:08,26.2,75.0
2026-07-22 00:09:38,26.2,75.0
2026-07-22 00:10:08,26.2,75.0
2026-07-22 00:10:38,26.2,75.0
2026-07-22 00:11:08,26.2,75.0
2026-07-22 00:11:38,26.2,75.0
2026-07-22 00:12:08,26.2,75.0
2026-07-22 00:12:38,26.2,75.0
2026-07-22 00:13:08,26.2,75.0
2026-07-22 00:13:38,26.2,75.0
2026-07-22 00:14:08,26.2,75.0
2026-07-22 00:14:38,26.2,75.0
2026-07-22 00:15:08,26.2,75.0
2026-07-22 00:15:38,26.2,75.0
2026-07-22 00:16:08,26.2,75.0
2026-07-22 00:16:38,26.2,75.0
2026-07-22 00:17:08,26.2,75.0
2026-07-22 00:17:38,26.2,75.0
2026-07-22 00:18:08,26.2,75.0
2026-07-22 00:18:38,26.2,75.0
2026-07-22 00:19:08,26.2,75.0
2026-07-22 00:19:38,26.2,75.0
2026-07-22 00:20:08,26.2,75.0
2026-07-22 00:20:38,26.2,75.0
2026-07-22 00:21:08,26.2,75.0
2026-07-22 00:21:38,26.2,75.0
2026-07-22 00:22:08,26.2,75.0
2026-07-22 00:22:38,26.2,75.0
2026-07-22 00:23:08,26.2,75.0
2026-07-22 00:23:38,26.2,75.0
2026-07-22 00:24:08,26.2,75.0
2026-07-22 00:24:38,26.2,75.0
2026-07-22 00:25:08,26.2,75.0
2026-07-22 00:25:38,26.2,75.0
2026-07-22 00:26:08,26.2,75.0
2026-07-22 00:26:38,26.2,75.0
2026-07-22 00:27:08,26.2,75.0
2026-07-22 00:27:38,26.2,75.0
2026-07-22 00:28:08,26.2,75.0
2026-07-22 00:28:38,26.2,75.0
2026-07-22 00:29:08,26.2,75.0
2026-07-22 00:29:38,26.2,75.0
2026-07-22 00:30:08,26.2,75.0
2026-07-22 00:30:38,26.2,75.0
2026-07-22 00:31:08,26.2,75.0
2026-07-22 00:31:38,26.2,75.0
2026-07-22 00:32:08,26.2,75.0
2026-07-22 00:32:38,26.2,75.0
2026-07-22 00:33:08,26.2,75.0
2026-07-22 00:33:38,26.2,75.0
2026-07-22 00:34:08,26.2,75.0
2026-07-22 00:34:38,26.2,75.0
