timestamp,temperature_c,humidity_pct
2026-07-04 00:00:26,25.3,68.0
2026-07-04 00:00:56,25.3,68.0
2026-07-04 00:01:26,25.3,68.0
2026-07-04 00:01:56,25.3,68.0
2026-07-04 00:02:26,25.3,68.0
2026-07-04 00:02:56,25.3,68.0
2026-07-04 00:03:26,25.3,68.0
2026-07-04 00:03:56,25.3,68.0
2026-07-04 00:04:26,25.3,68.0
2026-07-04 00:04:56,25.3,68.0
2026-07-04 00:05:26,25.3,68.0
2026-07-04 00:05:56,25.3,68.0
2026-07-04 00:06:26,25.3,68.0
2026-07-04 00:06:56,25.3,68.0
2026-07-04 00:07:26,25.3,68.0
2026-07-04 00:07:56,25.3,68.0
2026-07-04 00:08:26,25.3,68.0
2026-07-04 00:08:56,25.3,68.0
2026-07-04 00:09:26,25.3,68.0
2026-07-04 00:09:56,25.3,68.0
2026-07-04 00:10:26,25.3,68.0
2026-07-04 00:10:56,25.3,68.0
2026-07-04 00:11:26,25.3,68.0
2026-07-04 00:11:56,25.3,68.0
2026-07-04 00:12:26,25.3,68.0
2026-07-04 00:12:56,25.3,68.0
2026-07-04 00:13:26,25.3,68.0
2026-07-04 00:13:56,25.3,68.0
2026-07-04 00:14:26,25.3,68.0
2026-07-04 00:14:56,25.3,68.0
2026-07-04 00:15:26,25.3,68.0
2026-07-04 00:15:56,25.3,68.0
2026-07-04 00:16:26,25.3,68.0
2026-07-04 00:16:56,25.3,68.0
2026-07-04 00:17:26,25.3,68.0
2026-07-04 00:17:56,25.3,68.0
2026-07-04 00:18:26,25.3,68.0
2026-07-04 00:18:56,25.3,68.0
2026-07-04 00:19:26,25.3,68.0
2026-07-04 00:19:56,25.3,68.0
2026-07-04 00:20:26,25.3,68.0
2026-07-04 00:20:56,25.3,68.0
2026-07-04 00:21:26,25.3,68.0
2026-07-04 00:21:56,25.3,68.0
2026-07-04 00:22:26,25.3,68.0
2026-07-04 00:22:56,25.3,68.0
2026-07-04 00:23:26,25.3,68.0
2026-07-04 00:23:56,25.3,68.0
2026-07-04 00:24:26,25.3,68.0
2026-07-04 00:24:56,25.3,68.0
2026-07-04 00:25:26,25.3,68.0
2026-07-04 00:25:56,25.3,68.0
2026-07-04 00:26:26,25.3,68.0
2026-07-04 00:26:56,25.3,68.0
2026-07-04 00:27:26,25.3,68.0
2026-07-04 00:27:56,25.3,68.0
2026-07-04 00:28:26,25.3,68.0
2026-07-04 00:28:56,25.3,68.0
2026-07-04 00:29:26,25.3,68.0
2026-07-04 00:29:56,25.3,68.0
2026-07-04 00:30:26,25.3,68.0
2026-07-04 00:30:56,25.3,68.0
2026-07-04 00:31:26,25.3,68.0
2026-07-04 00:31:56,25.3,68.0
2026-07-04 00:32:26,25.3,68.0
2026-07-04 00:32:56,25.3,68.0
2026-07-04 00:33:26,25.3,68.0
2026-07-04 00:33:56,25.3,68.0
2026-07-04 00:34:26,25.3,68.0
2026-07-04 00:34:56,25.3,68.0
2026-07-04 00:35:26,25.3,68.0
2026-07-04 00:35:56,25.3,68.0
2026-07-04 00:36:26,25.3,68.0
2026-07-04 00:36:56,25.3,68.0
2026-07-04 00:37:26,25.3,68.0
2026-07-04 00:37:56,25.3,68.0
2026-07-04 00:38:26,25.3,68.0
2026-07-04 00:38:56,25.3,68.0
2026-07-04 00:39:26,25.3,68.0
2026-07-04 00:39:56,25.3,68.0
2026-07-04 00:40:26,25.3,68.0
2026-07-04 00:40:56,25.3,68.0
2026-07-04 00:41:26,25.3,68.0
2026-07-04 00:41:56,25.3,68.0
2026-07-04 00:42:26,25.3,68.0
2026-07-04 00:42:56,25.3,68.0
2026-07-04 00:43:26,25.3,68.0
2026-07-04 00:43:56,25.3,68.0
2026-07-04 00:44:26,25.3,68.0
2026-07-04 00:44:56,25.3,68.0
2026-07-04 00:45:26,25.3,68.0
2026-07-04 00:45:56,25.3,68.0
2026-07-04 00:46:26,25.3,68.0
2026-07-04 00:46:56,25.3,68.0
2026-07-04 00:47:26,25.3,68.0
2026-07-04 00:47:56,25.3,68.0
2026-07-04 00:48:26,25.3,68.0
2026-07-04 00:48:56,25.3,68.0
2026-07-04 00:49:26,25.3,68.0
2026-07-04 00:49:56,25.3,68.0
2026-07-04 00:50:26,25.3,68.0
2026-07-04 00:50:56,25.3,68.0
2026-07-04 00:51:26,25.3,68.0
2026-07-04 00:51:56,25.3,68.0
2026-07-04 00:52:26,25.3,68.0
2026-07-04 00:52:56,25.3,68.0
2026-07-04 00:53:26,25.3,68.0
2026-07-04 00:53:56,25.3,68.0
2026-07-04 00:54:26,25.3,68.0
2026-07-04 00:54:56,25.3,68.0
2026-07-04 00:55:26,25.3,68.0
2026-07-04 00:55:56,25.3,68.0
2026-07-04 00:56:26,25.3,68.0
2026-07-04 00:56:56,25.3,68.0
2026-07-04 00:57:26,25.3,68.0
2026-07-04 00:57:56,25.3,68.0
2026-07-04 00:58:26,25.3,68.0
2026-07-04 00:58:56,25.3,68.0
2026-07-04 00:59:26,25.3,68.0
2026-07-04 00:59:56,25.3,68.0
2026-07-04 01:00:26,25.3,68.0
2026-07-04 01:00:56,25.3,68.0
2026-07-04 01:01:26,25.3,68.0
