timestamp,temperature,humidity,soil_moisture,soil_temp,soil_ec,soil_ph,npk_moisture,npk_temp,npk_ec,npk_ph,N,P,K,resistive_raw,resistive_voltage,resistive_moisture
2026-07-23 00:18:56,26.70,69.00,55.80,25.50,45.00,5.00,3.30,12.30,116.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 00:48:56,26.70,69.00,56.00,25.50,43.00,4.60,3.30,12.30,116.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 01:18:56,26.70,69.00,54.60,25.50,42.00,5.10,3.30,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 01:48:56,26.20,69.00,54.80,25.40,42.00,4.60,3.30,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 02:18:56,26.20,69.00,54.80,25.40,43.00,5.00,3.30,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 02:48:56,26.20,69.00,56.20,25.30,39.00,4.60,3.30,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 03:18:56,26.20,69.00,55.00,25.30,39.00,4.80,3.30,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 03:48:56,26.20,69.00,54.80,25.20,41.00,4.50,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 04:18:56,25.80,69.00,54.60,25.20,45.00,4.60,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 04:48:56,25.80,69.00,54.80,25.10,41.00,5.00,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 05:18:56,25.80,69.00,54.80,25.10,42.00,4.90,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 05:48:56,25.80,69.00,54.60,25.10,42.00,4.70,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 06:18:56,25.80,68.00,54.80,25.00,41.00,4.80,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 06:48:56,25.80,68.00,54.80,25.00,41.00,4.50,3.20,12.10,114.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 07:18:56,25.80,67.00,54.80,25.00,41.00,4.30,3.20,12.10,114.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 07:48:56,25.80,68.00,54.80,25.00,42.00,4.50,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 08:18:56,25.80,68.00,55.00,25.10,41.00,4.90,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 08:48:56,25.80,67.00,54.50,25.10,43.00,4.90,3.30,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 09:18:56,25.80,67.00,55.00,25.10,41.00,4.90,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 09:48:56,26.20,66.00,54.80,25.20,42.00,5.00,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 10:18:56,26.20,65.00,54.60,25.20,42.00,4.70,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 10:48:56,25.80,63.00,54.80,25.20,41.00,4.60,3.20,12.20,115.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 11:18:56,25.30,60.00,55.00,25.20,42.00,4.60,3.20,12.10,114.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 11:48:56,25.30,59.00,54.80,25.10,37.00,4.90,3.20,12.10,114.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 12:18:56,25.30,57.00,54.80,24.90,40.00,4.40,3.20,12.00,113.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 12:48:56,25.30,56.00,54.80,24.80,40.00,4.90,3.20,12.00,113.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 13:18:56,25.30,57.00,54.80,24.70,39.00,4.80,3.20,12.00,113.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 13:48:56,25.30,57.00,54.80,24.60,38.00,4.90,3.10,11.90,112.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 14:18:56,25.80,55.00,54.80,24.50,40.00,4.60,3.10,11.90,112.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 14:48:56,25.80,54.00,54.80,24.50,38.00,4.50,3.10,11.90,112.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 15:18:56,25.30,54.00,54.80,24.40,33.00,4.90,3.10,11.90,112.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 15:48:56,25.30,53.00,54.60,24.40,39.00,4.60,3.10,11.90,112.00,0.00,0.00,0.00,0.00,413.00,2.02,43.80
2026-07-23 16:18:56,25.80,53.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-23 16:48:56,25.80,53.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-23 17:18:56,25.80,53.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-23 17:48:56,25.80,53.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-23 18:18:56,25.80,53.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-23 18:48:56,26.20,54.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-23 19:18:56,26.20,54.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-23 19:48:56,26.20,55.00,,,,,,,,,,,,413.00,2.02,43.80
