timestamp,temperature,humidity,soil_moisture,soil_temp,soil_ec,soil_ph,npk_moisture,npk_temp,npk_ec,npk_ph,N,P,K,resistive_raw,resistive_voltage,resistive_moisture
2026-08-07 00:01:06,26.20,78.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-07 00:31:06,26.20,78.00,,,,,,,,,,,,678.00,3.31,88.00
2026-08-07 01:01:06,26.20,78.00,,,,,,,,,,,,669.00,3.27,86.50
2026-08-07 01:31:06,26.20,78.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-07 02:01:06,26.20,78.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-07 02:31:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-07 03:01:06,26.20,78.00,,,,,,,,,,,,673.00,3.29,87.20
2026-08-07 03:31:06,26.20,78.00,,,,,,,,,,,,670.00,3.28,86.70
2026-08-07 04:01:06,26.20,78.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-07 04:31:06,26.20,78.00,,,,,,,,,,,,666.00,3.26,86.00
2026-08-07 05:01:06,26.20,78.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-07 05:31:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-07 06:01:06,26.20,78.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-07 06:31:06,26.20,78.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-07 07:01:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-07 07:31:06,26.20,78.00,,,,,,,,,,,,681.00,3.33,88.50
2026-08-07 08:01:06,26.20,78.00,,,,,,,,,,,,670.00,3.28,86.70
2026-08-07 08:31:06,26.20,78.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-07 09:01:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-07 09:31:06,26.20,78.00,,,,,,,,,,,,677.00,3.31,87.80
2026-08-07 10:01:06,26.20,78.00,,,,,,,,,,,,670.00,3.28,86.70
2026-08-07 10:31:06,26.20,78.00,,,,,,,,,,,,681.00,3.33,88.50
2026-08-07 11:01:06,26.20,78.00,,,,,,,,,,,,689.00,3.37,89.80
2026-08-07 11:31:06,26.20,78.00,,,,,,,,,,,,689.00,3.37,89.80
2026-08-07 12:01:06,26.20,78.00,,,,,,,,,,,,681.00,3.33,88.50
2026-08-07 12:31:06,26.20,78.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-07 13:01:06,26.20,78.00,,,,,,,,,,,,669.00,3.27,86.50
2026-08-07 13:31:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-07 14:01:06,26.20,78.00,,,,,,,,,,,,684.00,3.34,89.00
2026-08-07 14:31:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-07 15:01:06,26.20,78.00,,,,,,,,,,,,678.00,3.31,88.00
2026-08-07 15:31:06,26.20,78.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-07 16:01:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-07 16:31:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-07 17:01:06,26.20,78.00,,,,,,,,,,,,670.00,3.28,86.70
2026-08-07 17:31:06,26.20,78.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-07 18:01:06,26.20,78.00,,,,,,,,,,,,670.00,3.28,86.70
2026-08-07 18:31:06,26.20,78.00,,,,,,,,,,,,688.00,3.36,89.70
2026-08-07 19:01:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-07 19:31:06,26.20,78.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-07 20:01:06,26.20,78.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-07 20:31:06,26.20,78.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-07 21:01:06,26.20,78.00,,,,,,,,,,,,683.00,3.34,88.80
2026-08-07 21:31:06,26.20,78.00,,,,,,,,,,,,666.00,3.26,86.00
2026-08-07 22:01:06,26.20,78.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-07 22:31:06,26.20,78.00,,,,,,,,,,,,670.00,3.28,86.70
2026-08-07 23:01:06,26.20,78.00,,,,,,,,,,,,689.00,3.37,89.80
2026-08-07 23:31:06,26.20,78.00,,,,,,,,,,,,683.00,3.34,88.80
