timestamp,temperature,humidity,soil_moisture,soil_temp,soil_ec,soil_ph,npk_moisture,npk_temp,npk_ec,npk_ph,N,P,K,resistive_raw,resistive_voltage,resistive_moisture
2026-07-27 00:18:56,24.80,68.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 00:48:56,24.50,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 01:18:56,24.50,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 01:48:56,24.50,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 02:18:56,24.50,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 02:48:56,24.50,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 03:18:56,24.40,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 03:48:56,24.10,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 04:18:56,24.10,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 04:48:56,24.10,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 05:18:56,24.10,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 05:48:56,24.10,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 06:18:56,24.10,70.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 06:48:56,24.10,70.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 07:18:56,24.10,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 07:48:56,24.10,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 08:18:56,24.50,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 08:48:56,24.50,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 09:18:56,24.50,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 09:48:56,24.50,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 10:18:56,24.50,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 10:48:56,24.50,66.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 11:18:56,24.50,65.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 11:48:56,24.80,65.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 12:18:56,25.00,66.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 12:48:56,25.30,66.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 13:18:56,25.30,67.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 13:48:56,25.30,68.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 14:18:56,25.30,67.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 14:48:56,25.80,68.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 15:18:56,25.80,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 15:48:56,25.80,70.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 16:18:56,25.80,71.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 16:48:56,25.80,71.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 17:18:56,25.80,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 17:48:56,25.80,70.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 18:18:56,25.80,69.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 18:48:56,25.80,68.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 19:18:56,25.80,65.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 19:48:56,25.80,64.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 20:18:56,25.80,65.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 20:48:56,25.30,64.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 21:18:56,25.30,64.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 21:48:56,25.80,65.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 22:18:56,25.80,65.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 22:48:56,25.30,65.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 23:18:56,24.80,64.00,,,,,,,,,,,,413.00,2.02,43.80
2026-07-27 23:48:56,24.80,67.00,,,,,,,,,,,,413.00,2.02,43.80
