timestamp,temperature,humidity,soil_moisture,soil_temp,soil_ec,soil_ph,npk_moisture,npk_temp,npk_ec,npk_ph,N,P,K,resistive_raw,resistive_voltage,resistive_moisture
2026-08-15 00:01:06,26.20,78.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-15 00:22:56,,,,,,,,,,,,,,675.00,3.30,87.50
2026-08-15 00:31:06,26.20,78.00,,,,,,,,,,,,669.00,3.27,86.50
2026-08-15 00:52:56,,,,,,,,,,,,,,666.00,3.26,86.00
2026-08-15 01:01:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-15 01:22:56,,,,,,,,,,,,,,665.00,3.25,85.80
2026-08-15 01:31:06,26.20,78.00,,,,,,,,,,,,666.00,3.26,86.00
2026-08-15 01:52:56,,,,,,,,,,,,,,670.00,3.28,86.70
2026-08-15 02:01:06,26.20,78.00,,,,,,,,,,,,660.00,3.23,85.00
2026-08-15 02:22:56,,,,,,,,,,,,,,684.00,3.34,89.00
2026-08-15 02:31:06,26.20,78.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-15 02:52:56,,,,,,,,,,,,,,678.00,3.31,88.00
2026-08-15 03:01:06,26.20,78.00,,,,,,,,,,,,663.00,3.24,85.50
2026-08-15 03:22:56,,,,,,,,,,,,,,662.00,3.24,85.30
2026-08-15 03:31:06,26.20,78.00,,,,,,,,,,,,660.00,3.23,85.00
2026-08-15 03:52:56,,,,,,,,,,,,,,663.00,3.24,85.50
2026-08-15 04:01:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-15 04:22:56,,,,,,,,,,,,,,671.00,3.28,86.80
2026-08-15 04:31:06,26.20,78.00,,,,,,,,,,,,684.00,3.34,89.00
2026-08-15 04:52:56,,,,,,,,,,,,,,659.00,3.22,84.80
2026-08-15 05:01:06,26.20,78.00,,,,,,,,,,,,689.00,3.37,89.80
2026-08-15 05:22:56,,,,,,,,,,,,,,662.00,3.24,85.30
2026-08-15 05:31:06,26.20,78.00,,,,,,,,,,,,677.00,3.31,87.80
2026-08-15 05:52:56,,,,,,,,,,,,,,682.00,3.33,88.70
2026-08-15 06:01:06,26.20,78.00,,,,,,,,,,,,661.00,3.23,85.20
2026-08-15 06:22:56,,,,,,,,,,,,,,666.00,3.26,86.00
2026-08-15 06:31:06,26.20,78.00,,,,,,,,,,,,668.00,3.27,86.30
2026-08-15 06:52:56,,,,,,,,,,,,,,663.00,3.24,85.50
2026-08-15 07:01:06,26.20,78.00,,,,,,,,,,,,663.00,3.24,85.50
2026-08-15 07:22:56,,,,,,,,,,,,,,668.00,3.27,86.30
2026-08-15 07:31:06,26.20,78.00,,,,,,,,,,,,684.00,3.34,89.00
2026-08-15 07:52:56,,,,,,,,,,,,,,666.00,3.26,86.00
2026-08-15 08:01:06,26.20,78.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-15 08:22:56,,,,,,,,,,,,,,681.00,3.33,88.50
2026-08-15 08:31:06,26.20,78.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-15 08:52:56,,,,,,,,,,,,,,683.00,3.34,88.80
2026-08-15 09:01:06,26.20,78.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-15 09:22:56,,,,,,,,,,,,,,668.00,3.27,86.30
2026-08-15 09:31:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-15 09:52:56,,,,,,,,,,,,,,677.00,3.31,87.80
2026-08-15 10:01:06,26.20,78.00,,,,,,,,,,,,678.00,3.31,88.00
2026-08-15 10:22:56,,,,,,,,,,,,,,674.00,3.29,87.30
2026-08-15 10:31:06,26.20,78.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-15 10:52:56,,,,,,,,,,,,,,690.00,3.37,90.00
2026-08-15 11:01:06,26.20,78.00,,,,,,,,,,,,673.00,3.29,87.20
2026-08-15 11:22:56,,,,,,,,,,,,,,693.00,3.39,90.50
2026-08-15 11:31:06,26.20,78.00,,,,,,,,,,,,683.00,3.34,88.80
2026-08-15 11:52:56,,,,,,,,,,,,,,677.00,3.31,87.80
2026-08-15 12:01:06,26.20,78.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-15 12:22:56,,,,,,,,,,,,,,686.00,3.35,89.30
2026-08-15 12:31:06,26.20,78.00,,,,,,,,,,,,687.00,3.36,89.50
2026-08-15 12:52:56,,,,,,,,,,,,,,674.00,3.29,87.30
2026-08-15 13:01:06,26.20,78.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-15 13:22:56,,,,,,,,,,,,,,685.00,3.35,89.20
2026-08-15 13:31:06,26.20,78.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-15 13:52:56,,,,,,,,,,,,,,668.00,3.27,86.30
2026-08-15 14:01:06,26.20,78.00,,,,,,,,,,,,666.00,3.26,86.00
2026-08-15 14:22:56,,,,,,,,,,,,,,678.00,3.31,88.00
2026-08-15 14:31:06,26.20,78.00,,,,,,,,,,,,685.00,3.35,89.20
2026-08-15 14:52:56,,,,,,,,,,,,,,670.00,3.28,86.70
2026-08-15 15:01:06,26.20,78.00,,,,,,,,,,,,669.00,3.27,86.50
